id;theme;soustheme;type;question;reponse
1439;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Clé USB ?;Dov Moran (M-Systems)
1440;Gastronomie;Plats & produits;ouverte;Fromage à pâte persillée d'Auvergne;Roquefort
1441;Technologies du quotidien;Objets & internet;ouverte;Protocole qui sécurise les sites web (https);TLS
1442;Géographie;Capitales;ouverte;Quelle est la capitale de Kirghizistan ?;Bichkek
1443;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Danse » ?;Henri Matisse
1444;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Jordanie est Belgrade ?;Faux (c'est Amman)
1445;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Kafka sur le rivage » ?;Haruki Murakami
1446;Géographie;Capitales;ouverte;Quelle est la capitale de Allemagne ?;Berlin
1447;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Franz Kafka ?;Le Procès
1448;Géographie;Capitales;ouverte;De quel pays Singapour est-elle la capitale ?;Singapour
1449;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Pièce de théâtre où Figaro est valet;Le Mariage de Figaro
1450;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Cormac McCarthy ?;La Route
1451;Géographie;Capitales;ouverte;De quel pays Kigali est-elle la capitale ?;Rwanda
1452;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le cogito ?;René Descartes
1453;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Auteur de 'Phèdre';Jean Racine
1454;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Les Années » ?;Annie Ernaux
1455;Géographie;Capitales;ouverte;Quelle est la capitale de Indonésie ?;Jakarta
1456;Géographie;Capitales;ouverte;Quelle est la capitale de Algérie ?;Alger
1457;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Pérou est Accra ?;Faux (c'est Lima)
1458;Géographie;Capitales;vrai/faux;Vrai ou faux : Luxembourg est la capitale de Luxembourg ?;Vrai
1459;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Blockchain (Bitcoin) est associé(e) à Satoshi Nakamoto ?;Vrai
1460;Droit & Justice;Institutions & textes;vrai/faux;Vrai ou faux : Droit accordé aux femmes de voter en France : année — 1944 ?;Vrai
1461;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Roumanie est Washington ?;Faux (c'est Bucarest)
1462;Géographie;Capitales;ouverte;Quelle est la capitale de Venezuela ?;Caracas
1463;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Paul Zoll ?;Pacemaker implantable
1464;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Jeune Fille à la perle » ?;Johannes Vermeer
1465;Géographie;Capitales;vrai/faux;Vrai ou faux : Minsk est la capitale de Biélorussie ?;Vrai
1466;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Érythrée est Harare ?;Faux (c'est Asmara)
1467;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Grant Wood ?;American Gothic
1468;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Pièce de Beckett avec deux vagabonds;En attendant Godot
1469;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Ghana est Riga ?;Faux (c'est Accra)
1470;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Fondation » est de Isaac Asimov ?;Vrai
1471;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Inde est Victoria ?;Faux (c'est New Delhi)
1472;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Le Baiser » est de Gustav Klimt ?;Vrai
1473;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : GPS est associé(e) à Département de la Défense des États-Unis ?;Vrai
1474;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Nom du sabre laser bleu de Luke Skywalker — Anakin/Luke Lightsaber ?;Vrai
1475;Géographie;Capitales;ouverte;Quelle est la capitale de Burkina Faso ?;Ouagadougou
1476;Géographie;Capitales;ouverte;De quel pays Asmara est-elle la capitale ?;Érythrée
1477;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Costa Rica est La Havane ?;Faux (c'est San José)
1478;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Attentats du 11 septembre ?;2001
1479;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Margaret Atwood ?;La Servante écarlate
1480;Géographie;Capitales;ouverte;Quelle est la capitale de Monténégro ?;Podgorica
1481;Géographie;Capitales;ouverte;De quel pays Caracas est-elle la capitale ?;Venezuela
1482;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Organisation qui prête aux États en difficulté (sigle) — FMI ?;Vrai
1483;Droit & Justice;Institutions & textes;ouverte;Organisation européenne des droits de l'homme (sigle);CEDH
1484;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Processus de disparition d'une espèce — Extinction ?;Vrai
1485;Géographie;Capitales;vrai/faux;Vrai ou faux : Belgrade est la capitale de Serbie ?;Vrai
1486;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Kazimir Malevitch ?;Carré noir
1487;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Vingt mille lieues sous les mers » ?;Jules Verne
1488;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Meilleur des mondes » est de Aldous Huxley ?;Vrai
1489;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Molière ?;Le Tartuffe
1490;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Tintin au Tibet » est de Hergé ?;Vrai
1491;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Forêt tropicale couvrant l'Amazonie — Amazonie ?;Vrai
1492;Géographie;Capitales;vrai/faux;Vrai ou faux : Bogota est la capitale de Colombie ?;Vrai
1493;Géographie;Capitales;ouverte;De quel pays Quito est-elle la capitale ?;Équateur
1494;Géographie;Capitales;ouverte;De quel pays Niamey est-elle la capitale ?;Niger
1495;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Annie Ernaux ?;Les Années
1496;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Jeu de cartes à collectionner avec Pikachu — Pokémon ?;Vrai
1497;Géographie;Capitales;ouverte;De quel pays Le Caire est-elle la capitale ?;Égypte
1498;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Frank Lloyd Wright ?;Fallingwater
1499;Médecine & Corps humain;Anatomie/Soins;ouverte;Partie de l'œil responsable de la vision des couleurs;Les cônes
1500;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Antidote de l'intoxication aux opioïdes — Naloxone ?;Vrai
1501;Chronologies & Premières fois;Pionniers & records;vrai/faux;Vrai ou faux : Premier marathon olympique moderne — 1896 ?;Vrai
1502;Géographie;Capitales;vrai/faux;Vrai ou faux : Pékin est la capitale de Chine ?;Vrai
1503;Politique & Institutions;Chefs d'État & organisations;ouverte;Texte suprême des États-Unis;Constitution des États-Unis
1504;Géographie;Capitales;vrai/faux;Vrai ou faux : Kigali est la capitale de Rwanda ?;Vrai
1505;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : L'angoisse existentielle ?;Søren Kierkegaard
1506;Nature & Environnement;Faune, flore et climat;ouverte;Nom scientifique de l'espèce humaine;Homo sapiens
1507;Géographie;Capitales;vrai/faux;Vrai ou faux : Oulan-Bator est la capitale de Mongolie ?;Vrai
1508;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Algérie est Ljubljana ?;Faux (c'est Alger)
1509;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Judith Butler ?;La performativité du genre
1510;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Opéra italien célèbre 'Nessun dorma' tiré de — Turandot ?;Vrai
1511;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Mai 68 en France ?;1968
1512;Géographie;Capitales;ouverte;Quelle est la capitale de Islande ?;Reykjavik
1513;Géographie;Capitales;vrai/faux;Vrai ou faux : Tallinn est la capitale de Estonie ?;Vrai
1514;Géographie;Capitales;ouverte;Quelle est la capitale de Madagascar ?;Antananarivo
1515;Géographie;Capitales;ouverte;Quelle est la capitale de Bosnie-Herzégovine ?;Sarajevo
1516;Musique;Œuvres, genres, artistes;ouverte;Inventeur du theremin;Léon Theremin
1517;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Nom du train à grande vitesse français — TGV ?;Vrai
1518;Géographie;Capitales;ouverte;De quel pays Vilnius est-elle la capitale ?;Lituanie
1519;Géographie;Capitales;vrai/faux;Vrai ou faux : Madrid est la capitale de Espagne ?;Vrai
1520;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Zambie est Kampala ?;Faux (c'est Lusaka)
1521;Sport;Records & événements;vrai/faux;Vrai ou faux : Record du monde du saut à la perche (6,23 m en 2023) — Armand Duplantis ?;Vrai
1522;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Madagascar est Beyrouth ?;Faux (c'est Antananarivo)
1523;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Laser est associé(e) à Theodore Maiman ?;Vrai
1524;Sport;Records & événements;ouverte;Record du monde du saut à la perche (6,23 m en 2023);Armand Duplantis
1525;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Royaume-Uni est Berne ?;Faux (c'est Londres)
1526;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 2016 ?;Référendum sur le Brexit
1527;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Macédoine du Nord est Sofia ?;Faux (c'est Skopje)
1528;Géographie;Capitales;ouverte;Quelle est la capitale de Namibie ?;Windhoek
1529;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Soudan du Sud est Katmandou ?;Faux (c'est Djouba)
1530;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Haïti est Washington ?;Faux (c'est Port-au-Prince)
1531;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « La Ronde de nuit » est de Rembrandt ?;Vrai
1532;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Ampoule électrique à filament est associé(e) à Thomas Edison ?;Vrai
1533;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Guernica » est de Pablo Picasso ?;Vrai
1534;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à J. K. Rowling ?;Harry Potter à l'école des sorciers
1535;Droit & Justice;Institutions & textes;ouverte;Principe juridique : 'nul n'est censé ignorer la loi' est un;Adage
1536;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Plus grand récif corallien du monde — Grande Barrière de corail ?;Vrai
1537;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Les Cerfs-volants de Kaboul » ?;Khaled Hosseini
1538;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1804 ?;Couronnement de Napoléon Ier
1539;Transports & Explorations;Explorations & engins;ouverte;Sonde ayant quitté l'héliosphère (2012);Voyager 1
1540;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Congo est Abuja ?;Faux (c'est Brazzaville)
1541;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Synonyme de 'pérégrination';Voyage
1542;Culture populaire;BD, mangas, jeux vidéo;ouverte;BD belge mettant en scène un reporter à houppe;Tintin
1543;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Sequençage du génome humain est associé(e) à Projet génome humain ?;Vrai
1544;Géographie;Capitales;ouverte;De quel pays Kampala est-elle la capitale ?;Ouganda
1545;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Aldous Huxley ?;Le Meilleur des mondes
1546;Cinéma & Séries;Films, prix, répliques;ouverte;Réalisateur de 'Parasite';Bong Joon-ho
1547;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Dynamite est associé(e) à Alfred Nobel ?;Vrai
1548;Géographie;Capitales;vrai/faux;Vrai ou faux : Amman est la capitale de Jordanie ?;Vrai
1549;Géographie;Capitales;vrai/faux;Vrai ou faux : Singapour est la capitale de Singapour ?;Vrai
1550;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Teflon est associé(e) à Roy Plunkett ?;Vrai
1551;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Heydar Aliyev Center » ?;Zaha Hadid
1552;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Gaz majoritaire dans l'atmosphère terrestre — Azote ?;Vrai
1553;Géographie;Capitales;vrai/faux;Vrai ou faux : Bridgetown est la capitale de Barbade ?;Vrai
1554;Géographie;Capitales;ouverte;De quel pays Nassau est-elle la capitale ?;Bahamas
1555;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : World Wide Web ?;Tim Berners-Lee
1556;Géographie;Capitales;ouverte;De quel pays Riga est-elle la capitale ?;Lettonie
1557;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Søren Kierkegaard ?;L'angoisse existentielle
1558;Culture populaire;BD, mangas, jeux vidéo;ouverte;Premier jeu vidéo de Nintendo mettant en scène Mario;Donkey Kong
1559;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Mexique est Niamey ?;Faux (c'est Mexico)
1560;Géographie;Capitales;ouverte;De quel pays La Valette est-elle la capitale ?;Malte
1561;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Date du premier cœur artificiel implanté avec succès — 1982 ?;Vrai
1562;Géographie;Capitales;ouverte;De quel pays Tripoli est-elle la capitale ?;Libye
1563;Géographie;Capitales;vrai/faux;Vrai ou faux : Ljubljana est la capitale de Slovénie ?;Vrai
1564;Géographie;Capitales;vrai/faux;Vrai ou faux : Tunis est la capitale de Tunisie ?;Vrai
1565;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1566;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1567;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1568;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1569;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1570;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1571;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1572;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1573;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1574;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1575;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1576;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1577;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1578;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1579;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1580;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1581;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1582;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1583;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1584;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1585;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1586;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1587;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1588;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1589;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1590;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1591;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1592;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1593;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1594;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1595;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1596;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1597;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1598;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1599;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1600;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1601;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1602;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1603;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
