id;theme;soustheme;type;question;reponse
1100;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Fables » est de Jean de La Fontaine ?;Vrai
1101;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Fin officielle de l'apartheid en Afrique du Sud ?;1994
1102;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Tout s'effondre » ?;Chinua Achebe
1103;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Finlande est La Havane ?;Faux (c'est Helsinki)
1104;Transports & Explorations;Explorations & engins;ouverte;Première femme dans l'espace;Valentina Terechkova
1105;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Nuit étoilée » ?;Vincent van Gogh
1106;Géographie;Capitales;vrai/faux;Vrai ou faux : Sanaa est la capitale de Yémen ?;Vrai
1107;Géographie;Capitales;ouverte;De quel pays Lusaka est-elle la capitale ?;Zambie
1108;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Jean-Jacques Rousseau est lié à Le contrat social ?;Vrai
1109;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Ballet russe créé par Diaghilev en 1913 — Le Sacre du printemps ?;Vrai
1110;Société & Médias;Réseaux, slogans, démographie;ouverte;Concept sociologique de 'capital culturel';Pierre Bourdieu
1111;Société & Médias;Réseaux, slogans, démographie;vrai/faux;Vrai ou faux : Concept sociologique de 'capital culturel' — Pierre Bourdieu ?;Vrai
1112;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Tout s'effondre » est de Chinua Achebe ?;Vrai
1113;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 800 ?;Couronnement de Charlemagne
1114;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Germinal » est de Émile Zola ?;Vrai
1115;Géographie;Capitales;ouverte;Quelle est la capitale de Espagne ?;Madrid
1116;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Mot-valise formé de 'informatique' et 'automatique' — Informatique ?;Vrai
1117;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Antoine de Saint-Exupéry ?;Le Petit Prince
1118;Géographie;Capitales;ouverte;Quelle est la capitale de Royaume-Uni ?;Londres
1119;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Chinua Achebe ?;Tout s'effondre
1120;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Philip K. Dick ?;Ubik
1121;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Somalie est Riyad ?;Faux (c'est Mogadiscio)
1122;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Monténégro est Bandar Seri Begawan ?;Faux (c'est Podgorica)
1123;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Agatha Christie ?;Le Crime de l'Orient-Express
1124;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Composition avec rouge, jaune et bleu » est de Piet Mondrian ?;Vrai
1125;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Imprimante 3D ?;Chuck Hull
1126;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1968 ?;Mai 68 en France
1127;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Les Années » est de Annie Ernaux ?;Vrai
1128;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Chien des Baskerville » est de Arthur Conan Doyle ?;Vrai
1129;Politique & Institutions;Chefs d'État & organisations;ouverte;Organisation créée en 1949 pour la défense collective (sigle);OTAN
1130;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Série manga de Eiichiro Oda — One Piece ?;Vrai
1131;Géographie;Capitales;ouverte;Quelle est la capitale de Myanmar ?;Naypyidaw
1132;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Deuxième Sexe » ?;Simone de Beauvoir
1133;Géographie;Capitales;ouverte;De quel pays Port-Louis est-elle la capitale ?;Maurice
1134;Géographie;Capitales;ouverte;Quelle est la capitale de Maldives ?;Malé
1135;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Corée du Nord est Washington ?;Faux (c'est Pyongyang)
1136;Géographie;Capitales;ouverte;De quel pays Washington est-elle la capitale ?;États-Unis
1137;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Satoshi Nakamoto ?;Blockchain (Bitcoin)
1138;Histoire;Dates clés;vrai/faux;Vrai ou faux : Traité de Versailles a eu lieu en 1919 ?;Vrai
1139;Histoire;Dates clés;vrai/faux;Vrai ou faux : Chute du mur de Berlin a eu lieu en 1989 ?;Vrai
1140;Géographie;Capitales;ouverte;Quelle est la capitale de Yémen ?;Sanaa
1141;Géographie;Capitales;ouverte;Quelle est la capitale de Maroc ?;Rabat
1142;Géographie;Capitales;ouverte;De quel pays Bichkek est-elle la capitale ?;Kirghizistan
1143;Géographie;Capitales;vrai/faux;Vrai ou faux : Nicosie est la capitale de Chypre ?;Vrai
1144;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Impression, soleil levant » est de Claude Monet ?;Vrai
1145;Géographie;Capitales;vrai/faux;Vrai ou faux : Koweït est la capitale de Koweït ?;Vrai
1146;Géographie;Capitales;ouverte;De quel pays Tunis est-elle la capitale ?;Tunisie
1147;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Friedrich Nietzsche ?;Le surhomme
1148;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Nikola Tesla ?;Électricité alternée (AC)
1149;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Bahreïn est Washington ?;Faux (c'est Manama)
1150;Géographie;Capitales;vrai/faux;Vrai ou faux : Djouba est la capitale de Soudan du Sud ?;Vrai
1151;Géographie;Capitales;vrai/faux;Vrai ou faux : Téhéran est la capitale de Iran ?;Vrai
1152;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Les Ménines » est de Diego Velázquez ?;Vrai
1153;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Villa Savoye » est de Le Corbusier ?;Vrai
1154;Géographie;Capitales;ouverte;De quel pays Vientiane est-elle la capitale ?;Laos
1155;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Création d'Adam » ?;Michel-Ange
1156;Sport;Records & événements;ouverte;Équipement commun au hockey et au patinage artistique;Patins
1157;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « L'Amie prodigieuse » est de Elena Ferrante ?;Vrai
1158;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : L'Être et le Temps ?;Martin Heidegger
1159;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « La Persistance de la mémoire » est de Salvador Dalí ?;Vrai
1160;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Révolution russe ?;1917
1161;Médecine & Corps humain;Anatomie/Soins;ouverte;Plus grand organe du corps humain;La peau
1162;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Différence entre homonyme et homophone — Homophone: son identique, Homonyme: sens différents même forme ?;Vrai
1163;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Premier jeu vidéo de Nintendo mettant en scène Mario — Donkey Kong ?;Vrai
1164;Géographie;Capitales;ouverte;De quel pays Tokyo est-elle la capitale ?;Japon
1165;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Number 1A » ?;Jackson Pollock
1166;Géographie;Capitales;ouverte;Quelle est la capitale de République dominicaine ?;Saint-Domingue
1167;Géographie;Capitales;vrai/faux;Vrai ou faux : Asmara est la capitale de Érythrée ?;Vrai
1168;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Smartphone (premier iPhone) ?;Apple (Steve Jobs)
1169;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Plat national espagnol à base de riz — Paella ?;Vrai
1170;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Le Jardin des délices » est de Hieronymus Bosch ?;Vrai
1171;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Imprimerie à caractères mobiles ?;Johannes Gutenberg
1172;Géographie;Capitales;ouverte;Quelle est la capitale de Papouasie-Nouvelle-Guinée ?;Port Moresby
1173;Géographie;Capitales;ouverte;Quelle est la capitale de Zambie ?;Lusaka
1174;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « American Gods » est de Neil Gaiman ?;Vrai
1175;Géographie;Capitales;vrai/faux;Vrai ou faux : Panama est la capitale de Panama ?;Vrai
1176;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Italie est New Delhi ?;Faux (c'est Rome)
1177;Géographie;Capitales;vrai/faux;Vrai ou faux : Katmandou est la capitale de Népal ?;Vrai
1178;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Égypte est Bandar Seri Begawan ?;Faux (c'est Le Caire)
1179;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Compositeur de la 9e symphonie 'Choral' — Ludwig van Beethoven ?;Vrai
1180;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le biopouvoir ?;Michel Foucault
1181;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Deuxième Sexe » est de Simone de Beauvoir ?;Vrai
1182;Géographie;Capitales;vrai/faux;Vrai ou faux : N'Djamena est la capitale de Tchad ?;Vrai
1183;Médecine & Corps humain;Anatomie/Soins;ouverte;Nom de la maladie de la vache folle;Encéphalopathie spongiforme bovine
1184;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Arthur Conan Doyle ?;Le Chien des Baskerville
1185;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Henri Matisse ?;La Danse
1186;Géographie;Capitales;ouverte;De quel pays Chisinau est-elle la capitale ?;Moldavie
1187;Technologies du quotidien;Objets & internet;ouverte;Inventeur de la souris informatique;Douglas Engelbart
1188;Géographie;Capitales;ouverte;De quel pays Khartoum est-elle la capitale ?;Soudan
1189;Géographie;Capitales;vrai/faux;Vrai ou faux : Bratislava est la capitale de Slovaquie ?;Vrai
1190;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Pièce de théâtre où Figaro est valet — Le Mariage de Figaro ?;Vrai
1191;Géographie;Capitales;ouverte;De quel pays Katmandou est-elle la capitale ?;Népal
1192;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Gabon est Kinshasa ?;Faux (c'est Libreville)
1193;Politique & Institutions;Chefs d'État & organisations;vrai/faux;Vrai ou faux : Organisation créée en 1949 pour la défense collective (sigle) — OTAN ?;Vrai
1194;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1776 ?;Déclaration d'indépendance des États-Unis
1195;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Académie française fondée en — 1635 ?;Vrai
1196;Transports & Explorations;Explorations & engins;ouverte;Autoroute maritime reliant Atlantique et Pacifique;Canal de Panama
1197;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1989 ?;Chute du mur de Berlin
1198;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Alexander Graham Bell ?;Téléphone
1199;Géographie;Capitales;ouverte;De quel pays Achgabat est-elle la capitale ?;Turkménistan
1200;Géographie;Capitales;ouverte;De quel pays Mexico est-elle la capitale ?;Mexique
1201;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Philippines est Phnom Penh ?;Faux (c'est Manille)
1202;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Fallingwater » est de Frank Lloyd Wright ?;Vrai
1203;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à John Rawls ?;La justice comme équité
1204;Transports & Explorations;Explorations & engins;ouverte;Navire du premier tour du monde de Magellan;Victoria
1205;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Salvador Dalí ?;La Persistance de la mémoire
1206;Droit & Justice;Institutions & textes;vrai/faux;Vrai ou faux : Déclaration des droits de l'homme et du citoyen : année — 1789 ?;Vrai
1207;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Composition avec rouge, jaune et bleu » ?;Piet Mondrian
1208;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1939 ?;Début de la Seconde Guerre mondiale
1209;Sport;Records & événements;vrai/faux;Vrai ou faux : Vainqueur de la Coupe du monde 1998 — France ?;Vrai
1210;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Monnaie unique de la zone euro — Euro ?;Vrai
1211;Droit & Justice;Institutions & textes;ouverte;Document qui interdit la torture et les traitements inhumains (ONU, 1984);Convention contre la torture
1212;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Kirghizistan est Khartoum ?;Faux (c'est Bichkek)
1213;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Chute de Constantinople ?;1453
1214;Géographie;Capitales;ouverte;Quelle est la capitale de France ?;Paris
1215;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Four à micro-ondes est associé(e) à Percy Spencer ?;Vrai
1216;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « La Promesse de l'aube » est de Romain Gary ?;Vrai
1217;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Magna Carta signée en Angleterre ?;1215
1218;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Nom scientifique du globule rouge — Érythrocyte ?;Vrai
1219;Géographie;Capitales;ouverte;Quelle est la capitale de Nouvelle-Zélande ?;Wellington
1220;Transports & Explorations;Explorations & engins;ouverte;Premier satellite artificiel;Spoutnik 1
1221;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Ubik » est de Philip K. Dick ?;Vrai
1222;Chronologies & Premières fois;Pionniers & records;ouverte;Premier message envoyé sur ARPANET;LOGIN
1223;Géographie;Capitales;ouverte;Quelle est la capitale de Barbade ?;Bridgetown
1224;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Processus par lequel les plantes produisent du sucre — Photosynthèse ?;Vrai
1225;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 476 ?;Chute de l'Empire romain d'Occident
1226;Chronologies & Premières fois;Pionniers & records;ouverte;Première greffe de cœur humaine;1967
1227;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1948 ?;Déclaration universelle des droits de l'homme
1228;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Patrick Modiano ?;Rue des Boutiques Obscures
1229;Histoire;Dates clés;vrai/faux;Vrai ou faux : Prise de la Bastille a eu lieu en 1789 ?;Vrai
1230;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Gilles Deleuze est lié à Le rhizome ?;Vrai
1231;Histoire;Dates clés;vrai/faux;Vrai ou faux : Première croisade a eu lieu en 1099 ?;Vrai
1232;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Jamaïque est Pretoria ?;Faux (c'est Kingston)
1233;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Acteur interprétant Iron Man dans le MCU — Robert Downey Jr. ?;Vrai
1234;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Ballet 'Le Lac des cygnes' compositeur;Tchaïkovski
1235;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Lettonie est Budapest ?;Faux (c'est Riga)
1236;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Astérix le Gaulois » ?;René Goscinny
1237;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Don Quichotte » ?;Miguel de Cervantès
1238;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Cameroun est Bakou ?;Faux (c'est Yaoundé)
1239;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Sequençage du génome humain ?;Projet génome humain
1240;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Alexander Fleming ?;Pénicilline
1241;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de France est Ljubljana ?;Faux (c'est Paris)
1242;Cinéma & Séries;Films, prix, répliques;ouverte;Acteur interprétant Iron Man dans le MCU;Robert Downey Jr.
1243;Droit & Justice;Institutions & textes;ouverte;Procès de Nuremberg : période;1945-1946
1244;Géographie;Capitales;ouverte;De quel pays Abou Dabi est-elle la capitale ?;Émirats arabes unis
1245;Chronologies & Premières fois;Pionniers & records;vrai/faux;Vrai ou faux : Première femme à remporter Roland-Garros (1925) — Suzanne Lenglen ?;Vrai
1246;Technologies du quotidien;Objets & internet;vrai/faux;Vrai ou faux : Réseau d'objets connectés en anglais — Internet of Things ?;Vrai
1247;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Patrick Süskind ?;Le Parfum
1248;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Film d'animation japonais de Miyazaki sur une princesse et les esprits — Princesse Mononoké ?;Vrai
1249;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : John Rawls est lié à La justice comme équité ?;Vrai
1250;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Premier long métrage parlant (1927) — Le Chanteur de jazz ?;Vrai
1251;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Vincent van Gogh ?;La Nuit étoilée
1252;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Fromage à pâte persillée d'Auvergne — Roquefort ?;Vrai
1253;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 2020 ?;Pandémie de COVID-19 déclarée par l'OMS
1254;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Joconde » ?;Leonard de Vinci
1255;Sport;Records & événements;vrai/faux;Vrai ou faux : Jeu d'échecs : nombre de cases du plateau — 64 ?;Vrai
